Código TSE,Nome,IDH,IDH (categoria),Vencedor,Categoria,PSL (% de votos válidos),PSL (votos),PT (% de votos válidos),PT (votos),Total de votos válidos
38890,São Sebastião do Passé,0.657,,PT, PT,13.00,3310,87.00,22150,25460
22152,Serra Grande,0.586,,PT, PT,13.01,286,86.99,1912,2198
10383,Patos do Piauí,0.563,Baixo,PT,Baixo PT,13.02,502,86.98,3353,3855
14338,Itatira,0.562,Baixo,PT,Baixo PT,13.03,1654,86.97,11040,12694
13137,Alto Santo,0.601,,PT, PT,13.03,1134,86.97,7572,8706
35637,Ibititá,0.602,,PT, PT,13.03,1371,86.97,9149,10520
38474,Salinas da Margarida,0.617,,PT, PT,13.04,1109,86.96,7395,8504
15210,Poranga,0.581,Baixo,PT,Baixo PT,13.05,867,86.95,5778,6645
19682,Tenório,0.581,Baixo,PT,Baixo PT,13.06,258,86.94,1717,1975
13773,Chaval,0.586,,PT, PT,13.07,1016,86.93,6756,7772
19666,Santarém,0.622,,PT, PT,13.07,257,86.93,1710,1967
8087,Peritoró,0.564,Baixo,PT,Baixo PT,13.09,1457,86.91,9674,11131
16578,Coronel João Pessoa,0.578,Baixo,PT,Baixo PT,13.10,363,86.90,2409,2772
35530,Ibiquera,0.511,Baixo,PT,Baixo PT,13.11,268,86.89,1777,2045
10782,Geminiano,0.561,Baixo,PT,Baixo PT,13.12,586,86.88,3879,4465
12009,São João da Fronteira,0.515,Baixo,PT,Baixo PT,13.13,441,86.88,2919,3360
8443,São Roberto,0.516,Baixo,PT,Baixo PT,13.13,417,86.87,2758,3175
7048,Alto Alegre do Pindaré,0.558,Baixo,PT,Baixo PT,13.14,1741,86.86,11513,13254
12130,Simões,0.575,Baixo,PT,Baixo PT,13.17,1089,86.83,7179,8268
20338,Ibiara,0.586,,PT, PT,13.18,496,86.82,3266,3762
36994,Macururé,0.604,,PT, PT,13.20,559,86.80,3676,4235
36579,Jaguaripe,0.556,Baixo,PT,Baixo PT,13.21,1221,86.79,8024,9245
8435,Nina Rodrigues,0.585,,PT, PT,13.21,777,86.79,5104,5881
11096,José de Freitas,0.618,,PT, PT,13.21,3335,86.79,21909,25244
23043,Santa Cruz da Baixa Verde,0.612,,PT, PT,13.22,917,86.78,6019,6936
10448,Santa Cruz dos Milagres,0.577,Baixo,PT,Baixo PT,13.23,305,86.77,2001,2306
7447,Centro do Guilherme,0.542,Baixo,PT,Baixo PT,13.24,650,86.76,4258,4908
36196,Itanagra,0.584,,PT, PT,13.24,491,86.76,3217,3708
12394,Jatobá do Piauí,0.566,Baixo,PT,Baixo PT,13.26,562,86.74,3677,4239
34509,Caturama,0.571,Baixo,PT,Baixo PT,13.26,673,86.74,4403,5076
20494,Jericó,0.603,,PT, PT,13.28,636,86.72,4153,4789
17370,Lucrécia,0.646,,PT, PT,13.28,327,86.72,2135,2462
8583,Tufilândia,0.555,Baixo,PT,Baixo PT,13.32,528,86.68,3436,3964
13056,Acopiara,0.595,,PT, PT,13.32,3629,86.68,23614,27243
38679,Santanópolis,0.592,,PT, PT,13.33,751,86.67,4881,5632
25810,Sertânia,0.613,,PT, PT,13.34,2417,86.66,15700,18117
12653,Santo Antônio dos Milagres,0.619,,PT, PT,13.37,176,86.63,1140,1316
16160,Major Sales,0.617,,PT, PT,13.40,301,86.60,1946,2247
13536,Campos Sales,0.630,,PT, PT,13.40,1878,86.60,12132,14010
32310,Santo Amaro das Brotas,0.637,,PT, PT,13.41,814,86.59,5254,6068
25232,Poção,0.528,Baixo,PT,Baixo PT,13.46,930,86.54,5977,6907
13382,Banabuiú,0.606,,PT, PT,13.47,1376,86.53,8841,10217
14516,Lavras da Mangabeira,0.613,,PT, PT,13.47,2237,86.53,14370,16607
11495,Palmeirais,0.562,Baixo,PT,Baixo PT,13.48,1145,86.52,7351,8496
15393,Saboeiro,0.575,Baixo,PT,Baixo PT,13.48,1153,86.52,7398,8551
33960,Cabaceiras do Paraguaçu,0.581,Baixo,PT,Baixo PT,13.49,1214,86.51,7782,8996
28835,Traipu,0.532,Baixo,PT,Baixo PT,13.51,1508,86.49,9658,11166
7137,Anajatuba,0.581,Baixo,PT,Baixo PT,13.54,1690,86.46,10794,12484
8737,Pirapemas,0.576,Baixo,PT,Baixo PT,13.57,1136,86.43,7233,8369
10090,Amarante,0.598,,PT, PT,13.57,1419,86.43,9036,10455
10995,Itainópolis,0.541,Baixo,PT,Baixo PT,13.60,947,86.40,6014,6961
11550,Paulistana,0.600,,PT, PT,13.60,1585,86.40,10068,11653
8451,Nova Iorque,0.584,,PT, PT,13.61,364,86.39,2311,2675
13099,Alcântaras,0.600,,PT, PT,13.62,883,86.38,5599,6482
8370,Monção,0.546,Baixo,PT,Baixo PT,13.65,1875,86.35,11864,13739
30856,Canudos,0.562,Baixo,PT,Baixo PT,13.65,1142,86.35,7222,8364
39071,Serra Preta,0.566,Baixo,PT,Baixo PT,13.65,1576,86.35,9968,11544
17515,Frutuoso Gomes,0.597,,PT, PT,13.65,368,86.35,2328,2696
8222,Santana do Maranhão,0.510,Baixo,PT,Baixo PT,13.67,694,86.33,4383,5077
19283,Sossêgo,0.573,Baixo,PT,Baixo PT,13.67,316,86.33,1996,2312
25917,Tabira,0.605,,PT, PT,13.69,2083,86.31,13138,15221
36870,Lençóis,0.623,,PT, PT,13.69,694,86.31,4376,5070
39900,Sítio do Quinto,0.533,Baixo,PT,Baixo PT,13.72,890,86.28,5595,6485
10758,Flores do Piauí,0.547,Baixo,PT,Baixo PT,13.73,394,86.27,2475,2869
23264,Jatobá,0.645,,PT, PT,13.73,1057,86.27,6639,7696
21857,São José da Lagoa Tapada,0.530,Baixo,PT,Baixo PT,13.74,655,86.26,4112,4767
14435,Jardim,0.614,,PT, PT,13.74,2047,86.26,12855,14902
36811,Lajedinho,0.546,Baixo,PT,Baixo PT,13.75,309,86.25,1938,2247
10545,Sigefredo Pacheco,0.581,Baixo,PT,Baixo PT,13.76,830,86.24,5200,6030
25518,Santa Maria da Boa Vista,0.590,,PT, PT,13.78,2850,86.22,17834,20684
12114,São Raimundo Nonato,0.661,,PT, PT,13.82,2518,86.18,15701,18219
33294,Anguera,0.589,,PT, PT,13.83,883,86.17,5502,6385
28215,Ouro Branco,0.547,Baixo,PT,Baixo PT,13.84,828,86.16,5156,5984
27995,Mata Grande,0.504,Baixo,PT,Baixo PT,13.85,1537,86.15,9558,11095
10316,Beneditinos,0.557,Baixo,PT,Baixo PT,13.87,957,86.13,5941,6898
7510,Cantanhede,0.565,Baixo,PT,Baixo PT,13.89,1179,86.11,7311,8490
37095,Manoel Vitorino,0.566,Baixo,PT,Baixo PT,13.89,1203,86.11,7455,8658
10812,Francisco Ayres,0.577,Baixo,PT,Baixo PT,13.89,402,86.11,2493,2895
10472,Capitão de Campos,0.583,Baixo,PT,Baixo PT,13.89,959,86.11,5947,6906
10146,Caldeirão Grande do Piauí,0.588,,PT, PT,13.89,507,86.11,3143,3650
38431,Rodelas,0.632,,PT, PT,13.89,649,86.11,4025,4674
34916,Crisópolis,0.543,Baixo,PT,Baixo PT,13.90,1515,86.10,9384,10899
33065,Adustina,0.546,Baixo,PT,Baixo PT,13.90,1188,86.10,7361,8549
8028,Olinda Nova do Maranhão,0.575,Baixo,PT,Baixo PT,13.90,869,86.10,5384,6253
26018,Terezinha,0.545,Baixo,PT,Baixo PT,13.91,630,86.09,3900,4530
15610,Solonópole,0.625,,PT, PT,13.97,1371,86.03,8443,9814
25631,São João,0.570,Baixo,PT,Baixo PT,13.98,1668,86.02,10263,11931
39330,Terra Nova,0.578,Baixo,PT,Baixo PT,13.98,940,86.02,5785,6725
38717,Santo Amaro,0.646,,PT, PT,13.98,4665,86.02,28707,33372
12734,Aroeiras do Itaim,0.519,Baixo,PT,Baixo PT,14.00,393,86.00,2414,2807
10006,Brasileira,0.577,Baixo,PT,Baixo PT,14.00,705,86.00,4331,5036
9415,Turiaçu,0.561,Baixo,PT,Baixo PT,14.01,2348,85.99,14412,16760
15172,Pereiro,0.601,,PT, PT,14.01,1352,85.99,8301,9653
24376,Iguaraci,0.598,,PT, PT,14.03,876,85.97,5368,6244
22055,São Sebastião do Umbuzeiro,0.581,Baixo,PT,Baixo PT,14.04,332,85.96,2032,2364
7005,Água Doce do Maranhão,0.500,Baixo,PT,Baixo PT,14.06,1027,85.94,6279,7306
13200,Ererê,0.610,,PT, PT,14.06,506,85.94,3094,3600
34975,Curaçá,0.581,Baixo,PT,Baixo PT,14.08,2484,85.92,15160,17644
13757,Cedro,0.627,,PT, PT,14.08,2066,85.92,12605,14671
12718,Pau D’arco do Piauí,0.514,Baixo,PT,Baixo PT,14.11,488,85.89,2971,3459
21652,Santa Cruz,0.618,,PT, PT,14.11,590,85.89,3591,4181
8125,Presidente Médici,0.591,,PT, PT,14.12,484,85.88,2944,3428
27731,Jaramataia,0.552,Baixo,PT,Baixo PT,14.14,462,85.86,2806,3268
34452,Castro Alves,0.613,,PT, PT,14.14,2156,85.86,13090,15246
15130,Penaforte,0.646,,PT, PT,14.14,828,85.86,5026,5854
7030,Alcântara,0.573,Baixo,PT,Baixo PT,14.15,1504,85.85,9125,10629
2135,Benjamin Constant,0.574,Baixo,PT,Baixo PT,14.17,2026,85.83,12275,14301
39772,Mansidão,0.599,,PT, PT,14.18,811,85.82,4908,5719
36633,Jeremoabo,0.547,Baixo,PT,Baixo PT,14.19,2675,85.81,16180,18855
8532,Paraibano,0.580,Baixo,PT,Baixo PT,14.19,1372,85.81,8298,9670
38270,Riachão do Jacuípe,0.628,,PT, PT,14.20,2839,85.80,17152,19991
8605,Turilândia,0.536,Baixo,PT,Baixo PT,14.21,1252,85.79,7558,8810
12033,São José do Piauí,0.552,Baixo,PT,Baixo PT,14.22,612,85.78,3693,4305
39799,Nordestina,0.560,Baixo,PT,Baixo PT,14.22,933,85.78,5630,6563
36757,Lafaiete Coutinho,0.599,,PT, PT,14.22,391,85.78,2359,2750
27170,Belo Monte,0.517,Baixo,PT,Baixo PT,14.24,486,85.76,2928,3414
12432,Lagoinha do Piauí,0.597,,PT, PT,14.24,279,85.76,1680,1959
13714,Catarina,0.618,,PT, PT,14.26,780,85.74,4691,5471
13102,Quiterianópolis,0.594,,PT, PT,14.32,1562,85.68,9349,10911
11312,Monte Alegre do Piauí,0.578,Baixo,PT,Baixo PT,14.33,847,85.67,5063,5910
19038,Aguiar,0.597,,PT, PT,14.33,473,85.67,2827,3300
16179,Antônio Martins,0.578,Baixo,PT,Baixo PT,14.35,598,85.65,3569,4167
30775,Barrocas,0.610,,PT, PT,14.35,1420,85.65,8478,9898
27294,Campo Grande,0.524,Baixo,PT,Baixo PT,14.37,843,85.63,5022,5865
16411,Campo Redondo,0.626,,PT, PT,14.39,810,85.61,4819,5629
7374,Bequimão,0.601,,PT, PT,14.40,1519,85.60,9026,10545
13331,Aurora,0.605,,PT, PT,14.42,2110,85.58,12526,14636
28797,Tanque D’arca,0.555,Baixo,PT,Baixo PT,14.44,504,85.56,2987,3491
7749,Jatobá,0.561,Baixo,PT,Baixo PT,14.44,650,85.56,3852,4502
12041,Sebastião Barros,0.536,Baixo,PT,Baixo PT,14.45,411,85.55,2433,2844
9130,São Félix de Balsas,0.557,Baixo,PT,Baixo PT,14.45,370,85.55,2190,2560
33804,Bonito,0.561,Baixo,PT,Baixo PT,14.46,1225,85.54,7245,8470
16098,Alexandria,0.606,,PT, PT,14.47,1145,85.53,6767,7912
9350,Timbiras,0.537,Baixo,PT,Baixo PT,14.48,1936,85.52,11438,13374
37753,Paratinga,0.590,,PT, PT,14.52,2306,85.48,13574,15880
13650,Cariús,0.597,,PT, PT,14.52,1601,85.48,9428,11029
36595,Jandaíra,0.550,Baixo,PT,Baixo PT,14.53,755,85.47,4441,5196
19305,Baraúna,0.558,Baixo,PT,Baixo PT,14.53,440,85.47,2588,3028
11118,Landri Sales,0.584,,PT, PT,14.54,443,85.46,2604,3047
15440,Salitre,0.540,Baixo,PT,Baixo PT,14.56,1389,85.44,8150,9539
8338,Mirador,0.545,Baixo,PT,Baixo PT,14.56,1514,85.44,8886,10400
35777,Ipecaetá,0.550,Baixo,PT,Baixo PT,14.57,1435,85.43,8417,9852
25550,Santa Terezinha,0.593,,PT, PT,14.58,808,85.42,4733,5541
18473,São Miguel,0.606,,PT, PT,14.58,1713,85.42,10032,11745
39918,Tanque Novo,0.599,,PT, PT,14.60,1370,85.40,8013,9383
27618,Igaci,0.564,Baixo,PT,Baixo PT,14.61,1901,85.39,11111,13012
23590,Cabrobó,0.623,,PT, PT,14.64,2468,85.36,14392,16860
2631,Nhamundá,0.586,,PT, PT,14.67,1280,85.33,7447,8727
9474,Vargem Grande,0.542,Baixo,PT,Baixo PT,14.69,3081,85.31,17890,20971
7153,Anapurus,0.581,Baixo,PT,Baixo PT,14.69,1394,85.31,8094,9488
14699,Missão Velha,0.622,,PT, PT,14.73,3141,85.27,18181,21322
7781,Junco do Maranhão,0.552,Baixo,PT,Baixo PT,14.74,518,85.26,2997,3515
10669,Boa Hora,0.575,Baixo,PT,Baixo PT,14.75,630,85.25,3642,4272
14710,Mombaça,0.582,Baixo,PT,Baixo PT,14.75,3283,85.25,18968,22251
7714,Cururupu,0.612,,PT, PT,14.76,2196,85.24,12685,14881
13595,Caridade,0.592,,PT, PT,14.77,1698,85.23,9796,11494
14060,Ibaretama,0.577,Baixo,PT,Baixo PT,14.79,1245,85.21,7174,8419
14230,Irauçuba,0.605,,PT, PT,14.79,1878,85.21,10821,12699
21571,Riacho dos Cavalos,0.568,Baixo,PT,Baixo PT,14.80,860,85.20,4952,5812
21911,São José de Piranhas,0.591,,PT, PT,14.80,1629,85.20,9378,11007
14850,Nova Olinda,0.625,,PT, PT,14.81,1372,85.19,7890,9262
10162,Canavieira,0.583,Baixo,PT,Baixo PT,14.82,304,85.18,1747,2051
12688,Caxingó,0.488,Baixo,PT,Baixo PT,14.84,569,85.16,3266,3835
12491,Pedro Laurentino,0.562,Baixo,PT,Baixo PT,14.85,284,85.15,1629,1913
12521,Tanque do Piauí,0.579,Baixo,PT,Baixo PT,14.87,253,85.13,1448,1701
10529,São José do Divino,0.565,Baixo,PT,Baixo PT,14.88,546,85.12,3124,3670
24856,Mirandiba,0.591,,PT, PT,14.90,1242,85.10,7095,8337
15652,Tamboril,0.580,Baixo,PT,Baixo PT,14.91,2170,85.09,12380,14550
23493,Brejinho,0.574,Baixo,PT,Baixo PT,14.92,732,85.08,4174,4906
17019,Janduís,0.615,,PT, PT,14.92,455,85.08,2594,3049
10596,Cristalândia do Piauí,0.573,Baixo,PT,Baixo PT,14.93,561,85.07,3196,3757
19275,Damião,0.521,Baixo,PT,Baixo PT,14.96,471,85.04,2678,3149
98531,Quixelô,0.591,,PT, PT,14.96,1580,85.04,8979,10559
38792,São Félix,0.639,,PT, PT,14.96,1093,85.04,6214,7307
18090,Rafael Fernandes,0.608,,PT, PT,14.97,506,85.03,2873,3379
13293,Arneiroz,0.618,,PT, PT,14.97,659,85.03,3742,4401
8427,São Raimundo do Doca Bezerra,0.516,Baixo,PT,Baixo PT,14.98,517,85.02,2935,3452
13323,Tejuçuoca,0.584,,PT, PT,14.98,1624,85.02,9214,10838
13579,Capistrano,0.611,,PT, PT,14.99,1681,85.01,9534,11215
28070,Monteirópolis,0.539,Baixo,PT,Baixo PT,15.02,574,84.98,3247,3821
33839,Botuporã,0.575,Baixo,PT,Baixo PT,15.03,956,84.97,5404,6360
7463,Centro Novo do Maranhão,0.518,Baixo,PT,Baixo PT,15.04,1150,84.96,6495,7645
8710,Pio Xii,0.541,Baixo,PT,Baixo PT,15.04,2003,84.96,11317,13320
20150,Dona Inês,0.545,Baixo,PT,Baixo PT,15.04,936,84.96,5288,6224
33537,Barra,0.557,Baixo,PT,Baixo PT,15.04,3628,84.96,20502,24130
26190,Venturosa,0.592,,PT, PT,15.04,1467,84.96,8289,9756
11878,Santo Antônio de Lisboa,0.584,,PT, PT,15.05,598,84.95,3375,3973
24457,Ipubi,0.550,Baixo,PT,Baixo PT,15.11,2223,84.89,12493,14716
38377,Rio do Antônio,0.576,Baixo,PT,Baixo PT,15.11,1105,84.89,6208,7313
27472,Delmiro Gouveia,0.612,,PT, PT,15.11,4009,84.89,22523,26532
14214,Iracema,0.652,,PT, PT,15.11,1232,84.89,6923,8155
14370,Jaguaribara,0.618,,PT, PT,15.12,868,84.88,4871,5739
33456,Aratuípe,0.575,Baixo,PT,Baixo PT,15.14,827,84.86,4635,5462
8265,São Domingos do Azeitão,0.590,,PT, PT,15.18,639,84.82,3571,4210
19135,São João do Rio do Peixe,0.608,,PT, PT,15.18,1618,84.82,9039,10657
12157,Simplício Mendes,0.627,,PT, PT,15.21,1048,84.79,5844,6892
7900,Marajá do Sena,0.452,Baixo,PT,Baixo PT,15.22,654,84.78,3643,4297
41904,Cônego Marinho,0.621,,PT, PT,15.22,566,84.78,3152,3718
7358,Benedito Leite,0.546,Baixo,PT,Baixo PT,15.25,439,84.75,2439,2878
24651,Jupi,0.575,Baixo,PT,Baixo PT,15.25,1311,84.75,7285,8596
93050,Cavalcante,0.584,,PT, PT,15.25,627,84.75,3484,4111
14737,Monsenhor Tabosa,0.610,,PT, PT,15.25,1576,84.75,8761,10337
34290,Candeias,0.691,,PT, PT,15.25,7101,84.75,39448,46549
12505,São Francisco de Assis do Piauí,0.485,Baixo,PT,Baixo PT,15.27,513,84.73,2846,3359
25291,Quipapá,0.552,Baixo,PT,Baixo PT,15.27,1564,84.73,8677,10241
35254,Gentio do Ouro,0.559,Baixo,PT,Baixo PT,15.27,1020,84.73,5661,6681
21474,Princesa Isabel,0.606,,PT, PT,15.28,1730,84.72,9595,11325
14036,Guaramiranga,0.637,,PT, PT,15.29,628,84.71,3479,4107
11290,Monsenhor Hipólito,0.561,Baixo,PT,Baixo PT,15.30,757,84.70,4190,4947
19887,Vieirópolis,0.571,Baixo,PT,Baixo PT,15.30,549,84.70,3039,3588
41009,Luislândia,0.614,,PT, PT,15.30,570,84.70,3156,3726
7811,Fortuna,0.580,Baixo,PT,Baixo PT,15.32,1263,84.68,6981,8244
26131,Triunfo,0.670,,PT, PT,15.32,1286,84.68,7109,8395
10308,Jardim do Mulato,0.593,,PT, PT,15.35,446,84.65,2460,2906
38695,Santa Terezinha,0.587,,PT, PT,15.37,856,84.63,4715,5571
41742,Bonito de Minas,0.537,Baixo,PT,Baixo PT,15.38,680,84.62,3741,4421
15512,São João do Jaguaribe,0.654,,PT, PT,15.39,742,84.61,4079,4821
12513,Sussuapara,0.586,,PT, PT,15.40,758,84.60,4164,4922
13854,Crato,0.713,,PT, PT,15.41,10784,84.59,59204,69988
11231,Miguel Alves,0.539,Baixo,PT,Baixo PT,15.42,2649,84.58,14530,17179
37621,Novo Triunfo,0.554,Baixo,PT,Baixo PT,15.43,760,84.57,4166,4926
31550,Indiaroba,0.580,Baixo,PT,Baixo PT,15.43,1240,84.57,6795,8035
7641,Governador Newton Bello,0.521,Baixo,PT,Baixo PT,15.46,757,84.54,4138,4895
19526,Poço de José de Moura,0.612,,PT, PT,15.48,457,84.52,2496,2953
9091,São Bernardo,0.572,Baixo,PT,Baixo PT,15.49,2167,84.51,11827,13994
17051,Japi,0.569,Baixo,PT,Baixo PT,15.51,616,84.49,3356,3972
35130,Euclides da Cunha,0.567,Baixo,PT,Baixo PT,15.52,4674,84.48,25434,30108
8206,Santa Filomena do Maranhão,0.525,Baixo,PT,Baixo PT,15.54,605,84.46,3287,3892
25178,Pesqueira,0.610,,PT, PT,15.56,5311,84.44,28817,34128
34657,Conceição do Almeida,0.606,,PT, PT,15.57,1608,84.43,8718,10326
34894,Cravolândia,0.599,,PT, PT,15.60,416,84.40,2251,2667
37656,Oliveira dos Brejinhos,0.554,Baixo,PT,Baixo PT,15.61,1801,84.39,9734,11535
30759,Barro Alto,0.607,,PT, PT,15.62,1091,84.38,5893,6984
21075,Nova Palmeira,0.595,,PT, PT,15.63,392,84.37,2116,2508
10022,Alegrete do Piauí,0.585,,PT, PT,15.64,498,84.36,2687,3185
18694,Severiano Melo,0.604,,PT, PT,15.64,752,84.36,4056,4808
7978,Humberto de Campos,0.535,Baixo,PT,Baixo PT,15.65,1958,84.35,10553,12511
7129,Bacabeira,0.629,,PT, PT,15.66,1618,84.34,8712,10330
4553,Curralinho,0.502,Baixo,PT,Baixo PT,15.68,2076,84.32,11165,13241
12475,Murici dos Portelas,0.530,Baixo,PT,Baixo PT,15.70,658,84.30,3534,4192
2615,Maués,0.588,,PT, PT,15.70,3080,84.30,16543,19623
38210,Remanso,0.579,Baixo,PT,Baixo PT,15.71,3356,84.29,18005,21361
7676,Colinas,0.596,,PT, PT,15.71,2917,84.29,15648,18565
7331,Barreirinhas,0.570,Baixo,PT,Baixo PT,15.72,4877,84.28,26149,31026
19291,Baía da Traição,0.581,Baixo,PT,Baixo PT,15.72,790,84.28,4237,5027
12173,Socorro do Piauí,0.561,Baixo,PT,Baixo PT,15.73,441,84.27,2362,2803
27910,Maravilha,0.569,Baixo,PT,Baixo PT,15.73,810,84.27,4341,5151
28231,Palestina,0.558,Baixo,PT,Baixo PT,15.74,428,84.26,2291,2719
11819,Santa Cruz do Piauí,0.601,,PT, PT,15.75,655,84.25,3505,4160
38750,Santo Estevão,0.626,,PT, PT,15.75,4379,84.25,23419,27798
98515,Tonantins,0.548,Baixo,PT,Baixo PT,15.77,1013,84.23,5410,6423
21970,São José dos Cordeiros,0.556,Baixo,PT,Baixo PT,15.77,376,84.23,2009,2385
39373,Tucano,0.579,Baixo,PT,Baixo PT,15.77,4339,84.23,23170,27509
39179,Tabocas do Brejo Velho,0.584,,PT, PT,15.77,1086,84.23,5802,6888
28894,Craíbas,0.525,Baixo,PT,Baixo PT,15.78,2099,84.22,11200,13299
14915,Orós,0.636,,PT, PT,15.78,1986,84.22,10598,12584
19984,Maturéia,0.572,Baixo,PT,Baixo PT,15.81,605,84.19,3222,3827
16314,Bento Fernandes,0.582,Baixo,PT,Baixo PT,15.83,553,84.17,2940,3493
10936,Inhuma,0.624,,PT, PT,15.83,1389,84.17,7387,8776
15881,Croatá,0.590,,PT, PT,15.84,1577,84.16,8377,9954
7927,Maranhãozinho,0.550,Baixo,PT,Baixo PT,15.85,825,84.15,4380,5205
7765,Jenipapo dos Vieiras,0.490,Baixo,PT,Baixo PT,15.87,1291,84.13,6844,8135
10871,Gilbués,0.548,Baixo,PT,Baixo PT,15.90,858,84.10,4538,5396
8273,Mata Roma,0.570,Baixo,PT,Baixo PT,15.90,1652,84.10,8737,10389
11177,Manoel Emídio,0.573,Baixo,PT,Baixo PT,15.90,508,84.10,2687,3195
37176,Marcionílio Souza,0.561,Baixo,PT,Baixo PT,15.91,793,84.09,4191,4984
12483,Olho D’água do Piauí,0.576,Baixo,PT,Baixo PT,15.93,278,84.07,1467,1745
19380,Cajazeirinhas,0.550,Baixo,PT,Baixo PT,15.94,408,84.06,2151,2559
23221,Casinhas,0.567,Baixo,PT,Baixo PT,15.94,1375,84.06,7251,8626
8591,Pastos Bons,0.610,,PT, PT,15.94,1504,84.06,7930,9434
19607,Casserengue,0.514,Baixo,PT,Baixo PT,15.97,664,84.03,3493,4157
38237,Retirolândia,0.636,,PT, PT,15.98,1388,84.02,7296,8684
33073,Água Fria,0.550,Baixo,PT,Baixo PT,16.04,1241,83.96,6496,7737
20311,Gurjão,0.625,,PT, PT,16.04,362,83.96,1895,2257
8419,Morros,0.548,Baixo,PT,Baixo PT,16.05,1575,83.95,8239,9814
12548,Vila Nova do Piauí,0.565,Baixo,PT,Baixo PT,16.05,346,83.95,1810,2156
20133,Diamante,0.593,,PT, PT,16.05,602,83.95,3149,3751
7650,Coelho Neto,0.564,Baixo,PT,Baixo PT,16.06,3734,83.94,19510,23244
8001,Nova Olinda do Maranhão,0.581,Baixo,PT,Baixo PT,16.06,1341,83.94,7010,8351
37672,Ouriçangas,0.607,,PT, PT,16.07,694,83.93,3625,4319
19623,Gado Bravo,0.513,Baixo,PT,Baixo PT,16.09,875,83.91,4562,5437
18970,Viçosa,0.592,,PT, PT,16.09,200,83.91,1043,1243
35297,Gongogi,0.576,Baixo,PT,Baixo PT,16.11,505,83.89,2629,3134
14974,Pacoti,0.635,,PT, PT,16.11,1187,83.89,6179,7366
19348,Zabelê,0.623,,PT, PT,16.12,247,83.88,1285,1532
15814,Várzea Alegre,0.629,,PT, PT,16.12,3596,83.88,18717,22313
27391,Coité do Nóia,0.533,Baixo,PT,Baixo PT,16.14,964,83.86,5010,5974
17094,Jardim de Piranhas,0.603,,PT, PT,16.14,1265,83.86,6572,7837
7218,Axixá,0.641,,PT, PT,16.15,1049,83.85,5448,6497
12459,Morro do Chapéu do Piauí,0.550,Baixo,PT,Baixo PT,16.16,599,83.84,3108,3707
16918,Ipanguaçu,0.603,,PT, PT,16.16,1450,83.84,7522,8972
11053,Jerumenha,0.591,,PT, PT,16.17,507,83.83,2628,3135
15350,Reriutaba,0.601,,PT, PT,16.17,1665,83.83,8634,10299
33979,Cachoeira,0.647,,PT, PT,16.17,2874,83.83,14904,17778
35378,Iaçu,0.574,Baixo,PT,Baixo PT,16.18,2169,83.82,11236,13405
19151,Araçagi,0.549,Baixo,PT,Baixo PT,16.21,1597,83.79,8256,9853
12262,Pajeú do Piauí,0.559,Baixo,PT,Baixo PT,16.22,362,83.78,1870,2232
21830,São João do Tigre,0.552,Baixo,PT,Baixo PT,16.25,443,83.75,2283,2726
13935,General Sampaio,0.568,Baixo,PT,Baixo PT,16.25,836,83.75,4308,5144
9431,Tutóia,0.561,Baixo,PT,Baixo PT,16.27,4055,83.73,20863,24918
10634,Curimatá,0.607,,PT, PT,16.27,968,83.73,4983,5951
7188,Bela Vista do Maranhão,0.554,Baixo,PT,Baixo PT,16.31,1026,83.69,5266,6292
31216,Canhoba,0.569,Baixo,PT,Baixo PT,16.31,500,83.69,2565,3065
32255,Santa Luzia do Itanhy,0.545,Baixo,PT,Baixo PT,16.32,1143,83.68,5859,7002
28193,Olivença,0.493,Baixo,PT,Baixo PT,16.33,1002,83.67,5134,6136
37290,Mirangaba,0.542,Baixo,PT,Baixo PT,16.34,1338,83.66,6851,8189
7056,Aldeias Altas,0.513,Baixo,PT,Baixo PT,16.35,1899,83.65,9719,11618
7897,Governador Eugênio Barros,0.572,Baixo,PT,Baixo PT,16.35,1250,83.65,6396,7646
11991,São João do Piauí,0.645,,PT, PT,16.35,1805,83.65,9233,11038
17159,João Dias,0.530,Baixo,PT,Baixo PT,16.36,305,83.64,1559,1864
11894,Santo Inácio do Piauí,0.613,,PT, PT,16.37,398,83.63,2034,2432
28495,Porto Real do Colégio,0.551,Baixo,PT,Baixo PT,16.40,1759,83.60,8966,10725
30660,Iuiu,0.591,,PT, PT,16.40,946,83.60,4823,5769
10057,Alto Longá,0.585,,PT, PT,16.43,1445,83.57,7351,8796
10200,Colônia do Gurguéia,0.628,,PT, PT,16.44,585,83.56,2973,3558
4596,Faro,0.563,Baixo,PT,Baixo PT,16.45,633,83.55,3216,3849
43214,Chapada do Norte,0.598,,PT, PT,16.45,767,83.55,3895,4662
9016,Santa Rita,0.609,,PT, PT,16.45,2720,83.55,13813,16533
31518,Graccho Cardoso,0.577,Baixo,PT,Baixo PT,16.47,683,83.53,3465,4148
34231,Canarana,0.587,,PT, PT,16.47,2149,83.53,10898,13047
98370,Itamarati,0.477,Baixo,PT,Baixo PT,16.50,691,83.50,3497,4188
16209,Serrinha dos Pintos,0.598,,PT, PT,16.51,480,83.49,2427,2907
2771,Silves,0.632,,PT, PT,16.51,784,83.49,3966,4750
12572,Cajueiro da Praia,0.546,Baixo,PT,Baixo PT,16.52,813,83.48,4107,4920
34436,Casa Nova,0.570,Baixo,PT,Baixo PT,16.52,6359,83.48,32131,38490
